id,length,PKW_allowed
32928524#0_0,10.17,no
32928524#1_0,50.5,no
32928524#3_0,15.01,no
330403834_0,38.83,no
371348311_0,104.94,no
371721856#0_0,105.96,no
377260838#0_0,89.62,no
378128430#0_0,107.19,no
382059941#0_0,143.35,no
38259359_0,74.39,no
39013715#0_0,53.17,no
39013717#0_0,166.53,no
39517039#0_0,58.54,no
39517041#0_0,96.28,no
40255557#0_0,125.11,no
40255560#2_0,119.55,no
40255561#5_0,72.09,no
40255562#3_0,111.32,no
408534466#0_0,89.61,no
41221165_0,102.79,no
422991319#0_0,67.27,no
43566484#2_0,65.08,no
43566484#5_0,67.36,no
4440330#0_0,36.05,no
44906779#0_0,65.48,no
44906779#3_0,218.63,no
45042937#0_0,124.76,no
45042938#0_0,60.62,no
45042939#0_0,123.36,no
4533224#0_0,70.65,no
4533225#2_0,67.27,no
4533225#3_0,77.03,no
4533225#3.78_0,60.78,no
4533227#0_0,79.8,no
4533227#0.148_0,124.16,no
4533227#0.76_0,71.84,no
4533228#0_0,103.73,no
4533228#4_0,92.63,no
4592590#0_0,89.55,no
4592591#0_0,52.19,no
4592655#0_0,81.89,no
464916844#0_0,24.17,no
464916844#1_0,33.94,no
4687928#0_0,37.14,no
4730716#0_0,126.22,no
4730818_0,194.3,no
4743764#0_0,82.36,no
4743766#0_0,47.54,no
4743768#0_0,99.88,no
4743773#0_0,161.99,no
4743830#0_0,98.81,no
4743859#0_0,199.2,no
4803426#0_0,44.61,no
4803428#0_0,64.37,no
4803428#3_0,67.44,no
4803456#0_0,105.79,no
4803466#0_0,67.19,no
4803511#0_0,66.5,no
4803511#3_0,65.42,no
4803512#0_0,64.82,no
4803512#3_0,68.04,no
49519792#0_0,46.06,no
49677585#0_0,98.25,no
49872900#0_0,55.56,no
5007325#0_0,79.55,no
5074648#1_0,28.45,no
507747913#0_0,56.15,no
507747915_0,23.45,no
521669296#0_0,33.23,no
521669304#2_0,77.32,no
521669309#0_0,51.94,no
526016640#0_0,65.59,no
526016652#0_0,109.81,no
526016660#0_0,33.6,no
526017777#0_0,61.85,no
527458585#0_0,108.2,no
527458585#2_0,59.24,no
527458585#2.59_0,55.7,no
536837425#2_0,20.45,no
536841066_0,85.76,no
537731478_0,68.79,no
537731484_0,30.33,no
537731485#0_0,49.49,no
537731485#2_0,8.53,no
537731486_0,69.71,no
537731487#0_0,34.75,no
537731488#0_0,38.27,no
547047228_0,86.32,no
547047228_2,86.32,no
547047274#0_0,35.91,no
547047275#0_0,37.4,no
547047277#0_0,116.17,no
548529066#0_0,52.2,no
548701322#0_0,38.73,no
548701323#0_0,83.31,no
56081883#1_0,94.37,no
5772446#0_0,68.45,no
5772448#0_0,183.69,no
577305652_0,71.81,no
5881715#0_0,67.56,no
5881715#2_0,53.65,no
5881716#0_0,117.44,no
5881717#2_0,50.93,no
5881726#0_0,94.19,no
5881726#3_0,111.73,no
5881731#0_0,56.17,no
5881731#3_0,93.66,no
5881742#0_0,65.07,no
5881745#0_0,81.78,no
591375095#0_0,28.52,no
5944786#0_0,76.1,no
5944787#0_0,112.36,no
5944788#0_0,77.48,no
5944789#0_0,234.01,no
5944799#1_0,25.56,no
5944809#0_0,35.95,no
5944810#0_0,132.11,no
5944811#0_0,120.77,no
5944811#3_0,75.13,no
5944812_0,69.58,no
5944813#2_0,123.72,no
5944814#4_0,134.84,no
5946346#2_0,73.12,no
596514086#0_0,80.26,no
596514086#3_0,85.91,no
596514114#0_0,35.8,no
596514114#1_0,65.52,no
596514118#0_0,74.19,no
596514119#0_0,39.36,no
596514120#0_0,39.09,no
596515226#0_0,38.7,no
603655396_0,80.81,no
6275379_0,75.46,no
6275380#0_0,74.68,no
671965939#3_0,71.46,no
68485346#0_0,166.75,no
68485346#6_0,130.02,no
68485349#0_0,88.04,no
70732843#0_0,55.67,no
70732843#2_0,114.27,no
70732843#4_0,21.58,no
70732843#5_0,84.7,no
70732845#2_0,143.9,no
70748300_0,59.73,no
70748306#0_0,90.94,no
70748311#0_0,60.99,no
70748314#0_0,71.21,no
70748315#0_0,75,no
70748320#2_0,115.76,no
70748324#0_0,48.9,no
709179649#0_0,346.02,no
709179651#0_0,26.89,no
71160126#0_0,139.02,no
72132112#0_0,22.12,no
73223940#0_0,44,no
73848803#0_0,100.39,no
73848803#5_0,128.14,no
791130340#0_0,29.91,no
808953715_0,62.23,no
81358773#0_0,72.63,no
81552985#0_0,118.72,no
81552989#0_0,67.19,no
81552989#3_0,58.96,no
81552990#3_0,32.54,no
817867131#0_0,88.07,no
817867132#0_0,22.96,no
817922720#3_0,42.08,no
820964111#0_0,31.41,no
820964111#2_0,126.51,no
822520818#1_0,19.66,no
824639174#0_0,73.69,no
824639175#2_0,69.28,no
826204850#0_0,70.51,no
826204850#2_0,116.28,no
82956882_0,57.22,no
842455631_0,14.13,no
850288300#0_0,55.32,no
860373106#0_0,71.54,no
860373106#1_0,8.19,no
861311402#0_0,100.66,no
967647590#1_0,32.04,no
968498005_0,71.94,no
9922841_0,70.05,no
9935272#7_0,80.16,no
9938219#4_0,59.33,no
9938247#0_0,76.51,no
9938260#8_0,83.16,no
E0_0,33.18,no
E1_0,37.37,no
E10_0,223.2,no
E12_0,96.87,no
E14_0,54.18,no
E15_0,95.72,no
E16_0,68.13,no
E17_0,66.09,no
E18_0,101.37,no
E19_0,45.21,no
E2_0,129.58,no
E20_0,45.08,no
E21_0,19.1,no
E22_0,67.5,no
E23_0,59.87,no
E24_0,90.18,no
E3_0,40.58,no
E5_0,26.37,no
E6_0,108.9,no
E9_0,89.6,no
